<Sykepleierdiagnoser>
ID|Term_EN|Term_NO
387941000202102|Assessment of wound pain (procedure)|vurdering av sårsmerter
385959009|Perineal care education (procedure)|opplæring i nedantilstell
385774000|Encouragement of compliance with therapeutic regimen (regime/therapy)|oppmuntring til etterlevelse av behandlingsregime
410335001|Exercises case management (procedure)|håndtering av treningsøvelser
408913009|Parenteral feeding education (procedure)|undervisning om parenteral ernæring
386454002|Surgical assistance (procedure)|hjelp ved operasjon
733923007|Change of diaper (procedure)|bleieskift
1153459004|Cleaning of oral mucous membrane (procedure)|rengjøring av munnslimhinne
386255004|Delirium management (regime/therapy)|håndtering av delirium
225964003|Assisting with personal hygiene (procedure)|bistand til personlig hygiene
225338004|Risk assessment (procedure)|vurdering av risiko
711125001|Evaluation of satisfaction with healthcare (procedure)|vurdering av tilfredshet med helsehjelp
733867005|Assessment of knowledge of instructional material (procedure)|vurdering av kunnskap om undervisningsmateriell
713088006|Assessment of risk of ineffective tissue perfusion (procedure)|vurdering av risiko for ineffektiv vevsperfusjon
507731000202109|Care of preeclampsia (regime/therapy)|pleie ved preeklampsi
385817007|Patient feeding technique education (procedure)|undervisning om metodar for etehjelp
473207004|Assessment of need for interpreter (procedure)|vurdering av behov for tolk
103735009|Palliative care (regime/therapy)|palliativ pleie
25877005|Mealtime assistance (regime/therapy)|bistand ved måltid
1156582006|Facilitation of personal hygiene (procedure)|tilrettelegging for personleg hygiene
733866001|Assessment of family readiness for self-management (situation)|vurdering om pårørende er klar for egenhåndtering
46903006|Hydrotherapy (regime/therapy)|hydroterapi
497741000202107|Examination of gastric fluid (procedure)|undersøking av magesaft
507801000202109|Treatment of acute confusion (procedure)|behandling av akutt forvirring
396550006|Blood test (procedure)|undersøkelse av blodprøve
386335003|Infection protection (procedure)|infeksjonsførebygging
11691000202107|Customized communication (regime/therapy)|tilpassa kommunikasjon
710843005|Assessment of cultural beliefs (procedure)|vurdering av kulturelle oppfatninger
710144001|Promotion of diversional therapy (procedure)|fremming av avledningsterapi
385938002|Denture care assessment (procedure)|vurdering av stell av tannprotese
225363004|Eye care (regime/therapy)|augestell
497771000202104|Precautions for difficulty sleeping (procedure)|forebygging av søvnvansker
133904006|Postmortem care (regime/therapy)|mors-stell
420650002|Consultation for pain (procedure)|smertekonsultasjon
1156887009|Provision of support for self management to caregiver (situation)|tilrettelegging for egenhåndtering hos omsorgsgiver
710879002|Education of parent about caregiver child attachment (procedure)|foreldreopplæring om tilknyting mellom omsorgsgjevar og barn
709479007|Assessment of fetal gestational age (procedure)|vurdering av gestasjonsalder
225288009|Environmental care procedure (procedure)|tilrettelegging av miljø
14651000202100|Assessing prone prosition (procedure)|vurdering av mageleie
12201000202107|Facilitation of communication (regime/therapy)|tilrettelegging for kommunikasjon
711022001|Identification of attitude toward care (procedure)|avklaring av holdning til behandling
182764009|Anticoagulant therapy (procedure)|antikoagulasjonsbehandling
410365006|Transportation case management (procedure)|håndtering av transport
225160006|Reinforcement of behavior (regime/therapy)|forsterkning av atferd
1153453003|Application of ointment to lip via topical route (procedure)|påføring av salve på leppe
386358000|Administration of drug or medicament via intravenous route (procedure)|intravenøs administrasjon av lækjemiddel
225385005|Behavioral assessment (procedure)|vurdering av åtferd
410244002|Skin care assessment (procedure)|vurdering av hudstell
386233007|Cerebral perfusion promotion (regime/therapy)|fremjing av cerebral perfusjon
88099009|Child security measures education (procedure)|undervisning om barnesikring
269911007|Sputum examination (procedure)|undersøkelse av ekspektorat
710993005|Monitoring response to treatment (regime/therapy)|overvåking av respons på behandling
507821000202103|Bottle feeding with formula (regime/therapy)|flaskemating med morsmelkerstatning
1230036005|Removal of tube (procedure)|seponering av sonde
410192007|Temperature taking education (procedure)|opplæring i temperaturmåling
15391000202101|Supervision after meal (regime/therapy)|oppfølging etter måltid
711049001|Assessment of physiological status (procedure)|vurdering av fysiologisk status
424287005|Removal of peripheral intravenous catheter (procedure)|seponering av perifert venekateter
408882007|Nausea care management (procedure)|håndtering av kvalmebehandling
507791000202105|Prevention of cramp (procedure)|forebygging av muskelkramper
712551009|Assessment of laser injury (procedure)|vurdering av laserskade
1155758005|Liaising with physiotherapist (procedure)|samarbeid med fysioterapeut
18081000202106|Stimulation of saliva secretion (procedure)|stimulering av spyttproduksjon
48094003|Abdominal girth measurement (procedure)|måling av abdominalomkrins
711139001|Evaluation of tubes and drains (procedure)|vurdering av slangar, tubar og dren
713136002|Assessment of risk of violence (procedure)|vurdering av voldsrisiko
710980000|Prevention of cross infection (procedure)|forebygging av kryssinfeksjon
427247008|Hearing assessment (procedure)|vurdering av høyrsel
278031000202109|Evaluation of mucous membrane (procedure)|vurdering av slimhinner
40043006|Bottle feeding of patient (regime/therapy)|flaskemating
711111002|Informing health care professional of presence of implant device (procedure)|informasjon til helsepersonell om implantat
710567009|Assessment of risk for dehydration (procedure)|vurdering av risiko for dehydrering
497751000202105|Precautions of pulmary complication (procedure)|forebygging av lungekomplikasjoner
1156693003|Attention to heel protector (procedure)|tilsyn med hælbeskyttelse
306104004|Referral to accident and emergency service (procedure)|tilvising til nødetat
712553007|Liaising with patient (procedure)|samarbeid med pasient
427531000202102|Supervision while moblilizing (regime/therapy)|tilsyn ved mobilisering
710899008|Education about adaptation technique (procedure)|opplæring om tilpasningsteknikk
172630005|Syringing ear to remove wax (procedure)|øyreskyljing for å fjerna voks
40617009|Artificial ventilation (regime/therapy)|kunstig åndedrett
367841000202105|Facilitation of stability in every day life (procedure)|tilrettelegging for stabilitet i kvardagen
12391000202108|Assessment of exit status (procedure)|vurdering av utgangsstatus
385979001|Cardiac rehabilitation education (procedure)|undervisning om hjerterehabilitering
276026009|Fluid balance regulation (procedure)|regulering av væskebalanse
710121004|Promotion of ability to self transfer (procedure)|fremjing av evne til å flytta seg sjølv
709265001|Assessment of attitude toward operation (procedure)|vurdering av holdning til operasjon
716777001|Hemodynamic monitoring (regime/therapy)|hemodynamisk overvåking
235444009|Attention to gastrointestinal tract tube (procedure)|stell av gastrointestinal sonde
713112001|Provision of memory device (procedure)|sørgja for hukommelseshjelpemiddel
400921004|Corneal light reflex test (procedure)|test av korneal lysrefleks
410110000|Compliance care assessment (procedure)|vurdering av etterlevelse
713093009|Education about urostomy irrigation (procedure)|undervisning om skylling av urostomi
33633005|Prescription of drug (procedure)|forordning av legemiddel
37841000202100|Identifying goals for temporary discharge (procedure)|utvikle mål for permisjon
46869008|Education about prevention of pressure injury (procedure)|undervisning om førebygging av trykksår
710151005|Promotion of infant development (procedure)|fremjing av spedbarnsutvikling
713139009|Assessment of risk of adverse drug interaction (procedure)|vurdering av risiko for uønsket legemiddelinteraksjon
710965006|Management of negative emotional state (procedure)|håndtering av negativ emosjonell tilstand
313070006|Counseling for domestic abuse (procedure)|rettleiing ved mishandling i nære relasjonar
457561000202105|Information gathering of mental barriers (procedure)|kartlegging av psykiske hindringer
44651004|Contraceptive use education (procedure)|undervisning om prevensjonsbruk
710834001|Assessment of attitude toward health status (procedure)|vurdering av haldning til helsetilstand
668261000202104|Avoid unnecessary fasting (regime/therapy)|unngåelse av unødvendig faste
281568006|Fetal heart monitoring (regime/therapy)|hjerteovervåking av foster
103744005|Administration of intravenous fluids (procedure)|administrasjon av intravenøs væske
1230129006|Performing dressing activity for partial body of subject (procedure)|delvis påkleding
408947007|Alcohol abuse prevention education (procedure)|undervisning om forebygging av alkoholmisbruk
18111000202101|Facilitation of stoma care (regime/therapy)|tilrettelegging for stomistell
710837008|Assessment of attitude toward treatment regime (procedure)|vurdering av holdning til behandlingsregime
713090007|Risk reduction technique (procedure)|risikoreduserende teknikk
709513004|Assessment of risk of thermoregulation disruption (procedure)|vurdering av risiko for forstyrrelse i temperaturregulering
225220004|Communication interventions (regime/therapy)|kommunikasjonsintervensjonar
713109004|Referral to community meals service (procedure)|tilvising til lokal matutdeling
437401000124100|Decreased potassium diet (regime/therapy)|kaliumredusert kost
1281859005|Education about breathing techniques for relaxation (procedure)|opplæring i pusteteknikk for avslapping
709503007|Assessment of quality of life (procedure)|vurdering av livskvalitet
1231383009|Support for use of complementary therapy (regime/therapy)|støtte til bruk av alternativ behandling
710204004|Assisting with self-care (procedure)|hjelp til eigenomsorg
241739006|Limb exsanguination (procedure)|anlegging av blodtomhet i ekstremitet
709509006|Assessment of risk for depressed mood during post partum period (procedure)|vurdering av risiko for depressivt stemningsleie post partum
710107001|Maintenance of wound drain (procedure)|stell av sårdren
169443000|Preventive procedure (procedure)|profylakse
386279002|Peripheral embolus care (regime/therapy)|behandling av perifer emboli
417476007|Bowel continence assessment (procedure)|vurdering av avføringskontinens
15911000202108|Promoting solution-oriented focus (procedure)|fremming av løsningsorientert fokus
385913007|Education about care of pressure injury (procedure)|undervisning om behandling av trykksår
446428008|Evaluation of musculoskeletal system (procedure)|vurdering av muskel- og skjelettsystem
710994004|Monitoring pedal pulse (regime/therapy)|overvåking av fotpuls
386433009|Shock management: cardiac (procedure)|håndtering av kardiogent sjokk
439035007|Education about sleep hygiene behavior (procedure)|undervisning om åtferd som fremjar søvnhygiene
15951000202107|Protection of victim (procedure)|beskyttelse av offer
627831000202103|Mood observation (procedure)|observasjon av stemningsleie
385725001|Emotional support assessment (procedure)|vurdering av emosjonell støtte
710483006|Discharge planning by family caregiver (procedure)|utskrivningsplanlegging med pårørende
243132000|Inhaled drug administration (procedure)|administrasjon av inhalasjonspreparat
18131000202106|Liaising with legal guardian (procedure)|samarbeid med verge
15161000202107|Assessment of residence skills (procedure)|vurdering av buevne
711081005|Negotiation of date for cessation of smoking (procedure)|fastsettelse av dato for røykeslutt
15171000202103|Promotion of residence skills (procedure)|fremming av boevne
225074002|Application of lubricant to lips (regime/therapy)|smørjing av lepper
386229000|Caregiver support (regime/therapy)|støtte av omsorgsgiver
337941000202108|Relief of itch of skin (procedure)|lindring av hudkløe
711052009|Assessment of response to education (procedure)|vurdering av respons på undervisning
278414003|Pain management (procedure)|smertehåndtering
710753003|Family education about hygiene (situation)|pårørendeundervisning om hygiene
710213002|Evaluation of psychosocial response to instruction about exercise (procedure)|vurdering av psykososial respons på opplæring om trening
967006|Medication education (procedure)|opplæring i medisinering
385808007|Gastrostomy/nasogastric tube care education (procedure)|undervisning om stell av gastrostomi / nasogastrisk sonde
507541000202109|Swallowing test (procedure)|gjennomføring av svelgtest
711006002|Measurement of fluid intake (procedure)|måling av væskeinntak
385787006|Chemotherapy care education (procedure)|undervisning om cellegiftbehandling
710773008|Identification of preoperative gastrointestinal status (procedure)|avklaring av preoperativ gastrointestinal status
243117007|Sibling support (regime/therapy)|støtte til søsken
7476006|Special care of dentures (regime/therapy)|stell av tannprotese
226007004|Post-surgical wound care (regime/therapy)|stell av operasjonssår
399684003|Development of care plan (procedure)|utarbeiding av behandlingsplan
17101000202104|Assessment of hallucinations (procedure)|vurdering av hallusinasjoner
710147008|Promotion of effective family process (procedure)|fremming av tilfredsstillende pårørendeprosess
113011001|Palpation (procedure)|palpasjon
408909002|Enteral feeding management (procedure)|håndtering av enteral ernæring
225953001|Evaluating response to treatment (procedure)|vurdering av respons på behandling
710777009|Identification of preoperative respiratory status (procedure)|avklaring av preoperativ respiratorisk status
497651000202104|Information gathering about digestive function (procedure)|kartlegging av fordøyelsesfunksjon
710867002|Support for family decision making process (regime/therapy)|støtte avgjerdsprosess hos pårørande
442284008|Education about anticoagulant therapy (procedure)|undervisning om antikoagulasjonsbehandling
225227001|Positive reinforcement (regime/therapy)|positiv forsterking
711028002|Counseling about tobacco use (procedure)|rettleiing om tobakksbruk
713094003|Education about urinary system function (procedure)|undervisning om urinsystemets funksjon
410076000|Patient transfer education (procedure)|opplæring i pasientoverflytting
373943000|Care of circumcision (regime/therapy)|pleie etter omskjering
1156521001|Education about health service (procedure)|undervisning om helseteneste
710125008|Promotion of use of memory skills (procedure)|fremming av bruk av hukommelsesteknikk
1354756004|Parenteral feeding (regime/therapy)|parenteral ernæring
401277000|Completion of mental health crisis plan (procedure)|fullføring av kriseplan for psykisk helse
710573005|Demonstration of subcutaneous injection technique (procedure)|demonstrasjon av subkutan injeksjonsteknikk
710872006|Regimen management support (regime/therapy)|støtte til handtering av regime
410098009|Pacemaker care management (procedure)|håndtering av pacemakerbehandling
497801000202101|Precautions for unstable blood glucose level (procedure)|førebygging av ustabilt blodsukkernivå
15181000202101|Observation of sleep (procedure)|observasjon av søvn
1153471005|Promotion of mobility using mobility aid (procedure)|fremjing av mobilitet ved bruk av hjelpemiddel
710216005|Evaluation of psychosocial response to instruction about pain (procedure)|vurdering av psykososial respons på informasjon om smerte
709491003|Enrollment in clinical trial (procedure)|inklusjon i klinisk studie
386436001|Shock prevention (procedure)|forebygging av sjokk
297671000202106|Monitoring peripheral edema (regime/therapy)|overvåking av perifert ødem
1172620009|Support of victim of elder abuse (regime/therapy)|støtte av offer for eldremishandling
408760009|Vision screening (procedure)|synsundersøking
252908007|Urinary frequency volume chart (procedure)|diureseliste
710120003|Promotion of walking using mobility aid (procedure)|fremjing av gonge ved bruk av hjelpemiddel
391281002|Mental health assessment (procedure)|vurdering av psykisk helse
17221000202104|Elimination care management (procedure)|handtera eliminasjon
710080003|Protection of religious belief (procedure)|beskyttelse av religiøs tro
410125000|Assessment of compliance with safety precautions (procedure)|vurdering av etterleving av tryggleikstiltak
710778004|Identification of preoperative tissue perfusion (procedure)|avklaring av preoperativ vevsperfusjon
135892000|Antenatal education (procedure)|undervisning om svangerskap
20135006|Screening procedure (procedure)|undersøking
408948002|Management of prevention of harmful pattern of alcohol use (procedure)|håndtering av forebygging av alkoholmisbruk
710850009|Assessment of expectations (procedure)|vurdering av forventningar
68111000202100|Assessment of sucking reflex (procedure)|vurdering av sugerefleks
410113003|Assessment of dietary compliance (procedure)|vurdering av etterleving av kostråd
710155001|Promotion of positive relationship (procedure)|fremming av positiv relasjon
431868002|Initiation of breastfeeding (regime/therapy)|ammestart
20565007|Bathing patient in shower (procedure)|dusjing
1156891004|Reinforcement of musculoskeletal exercise technique (procedure)|forsterkning av treningsteknikk for muskel og ledd
410203003|Oxygen therapy education (procedure)|opplæring i oksygenbehandling
710957008|Assessment of inhalation technique (procedure)|vurdering av inhalasjonsteknikk
1172582009|Preparation of family for childbirth (situation)|førebu familie før barnefødsel
710142002|Promotion of caregiver role (procedure)|fremming av omsorgsgiverrolle
386223004|Bowel incontinence care (regime/therapy)|behandling av avføringsinkontinens
710953007|Management of administration of blood product (procedure)|handtering av administrasjon av blodprodukt
225192007|Stoma assessment (regime/therapy)|vurdering av stomi
1177155004|Assessment of side effects of medication (procedure)|vurdering av lækjemiddelbiverknader
46973005|Blood pressure taking (procedure)|blodtrykksmåling
243067002|Counseling about coping strategies (procedure)|rettleiing om meistringsstrategiar
386374005|Nutritional monitoring (regime/therapy)|ernæringsovervaking
228583003|Motivation therapy (procedure)|motivasjonsterapi
385906007|Eye care education (procedure)|undervisning om augestell
710961002|Use of supportive positioning (procedure)|støttande leiring
722442003|Education about rights as patient (procedure)|undervisning om pasientrettar
338071000202102|Monitoring of jugular venous distention (regime/therapy)|observasjon av halsvenestuving
710146004|Promotion of effective family communication (procedure)|fremjing av tilfredsstillande kommunikasjon med pårørande
497621000202106|Examination of wound fluid (procedure)|undersøkelse av sårvæske
386363001|Administration of drug or medicament via vaginal route (procedure)|vaginal administrasjon av legemiddel
372035004|Identification of barriers to communication (regime/therapy)|identifisering av kommunikasjonshinder
711048009|Assessment of oral hygiene pattern (procedure)|vurdering av rutine for munnhygiene
347661000202104|Morning and evening plan follow-up (procedure)|oppfølging av dags- og kveldsplan
710170000|Administration of prophylactic treatment (procedure)|administrasjon av profylaktisk behandling
68301000202100|Assessment of umbilical region (procedure)|vurdering av umbilikalområde
710833007|Assessment of attitude toward disease (procedure)|vurdering av haldning til sjukdom
710804006|Assistance with walking using device (procedure)|bistand til å gå med bruk av hjelpemiddel
11816003|Diet education (procedure)|kostholdsundervisning
385894001|Violence prevention (procedure)|voldsforebygging
370781003|Assessment of readiness to learn (procedure)|vurdering av om pasient er klar til å læra
410175003|Dietary regime management (procedure)|håndtering av kosthold
14971000202102|Observation of pain (regime/therapy)|observasjon av smerte
710150006|Promotion of hygiene (procedure)|fremjing av hygiene
</Intervensjoner>

<Mål>
ID|Term_EN|Term_NO
1141694001|Demonstrates knowledge of parenting (finding)|viser kunnskap om foreldreskap
161036002|Housing adequate (finding)|tilfredsstillande buforhold
370994008|Seizure free (finding)|ingen anfall
14751000202106|Adequate respiratory status (finding)|tilfredsstillende respiratorisk status
280948003|Normal sense of identity (finding)|normal identitetskjensle
1345133004|Caregiver able to cope (situation)|omsorgsgjevar i stand til meistring
497541000202101|Adequate mucus membrane (finding)|tilfredsstillande slimhinne
9501000202103|Adequate wound healing (finding)|tilfredsstillende sårtilheling
1141690005|Demonstrates knowledge of fetal development (finding)|viser kunnskap om fosterutvikling
1137685003|Normal tissue perfusion (finding)|normal vevsperfusjon
300738008|Able to participate in leisure activities (finding)|i stand til å delta i fritidsaktivitet
1149392006|No injury due to perioperative positioning (situation)|ingen perioperativ leiringsskade
830123008|Normal state of mind (finding)|normal sinnstilstand
278571000202104|Adequate level of blood glucose (finding)|tilfredsstillande blodsukkernivå
1149081002|Feeling proud (finding)|kjenner seg stolt
1149391004|Demonstrates knowledge of sexual behavior (finding)|viser kunnskap om seksuell atferd
130970002|Health seeking behavior alteration (finding)|endring i helsesøkende atferd
657881000202100|Adequate ventilation (finding)|tilfredsstillende ventilasjon
1141692002|Demonstrates knowledge of infant feeding (finding)|viser kunnskap om mating av spedbarn
1141695000|Demonstrates knowledge of patient controlled analgesia (finding)|viser kunnskap om pasientstyrt analgesi
1145305006|Able to clear airway effectively (finding)|i stand til å oppretthalda frie luftvegar
225658008|Mood stable (finding)|stabilt stemningsleie
11231000202108|Reduced duration of seizures (finding)|redusert anfallsvarighet
6281000202103|Improved food intake (finding)|betra matinntak
1141650007|Demonstrates knowledge of behavior change process (finding)|viser kunnskap om åtferdsendring
279031000202103|Adequate tactile sensation (finding)|tilfredsstillande kjenslesans
717241000|Improved sensory function (finding)|bedret sensibilitet
1148791007|Normal gastrointestinal system function (finding)|normal gastrointestinal funksjon
1149243003|Managing to control symptoms (finding)|kontrollerer symptomer
1156885001|Composition of nutrient intake consistent with requirement (finding)|næringsinntak i samsvar med behov
300199007|Able to hear (finding)|i stand til å høre
1144481009|Feeling more empowered (finding)|føler seg mer myndiggjort
10321000202109|Adequate musculoskeletal system function (finding)|tilfredsstillande muskel- og skjelettfunksjon
1149158002|Decreased caregiver stress (situation)|redusert stress hos omsorgsgiver
248234008|Mentally alert (finding)|klar og orientert
14761000202109|Adequate urinary tract function (finding)|tilfredsstillende funksjon i urinveier
285848000|Able to control anger (finding)|i stand til å kontrollera sinne
297341000202109|No cramp (situation)|ingen krampe
1137433009|Does accept health status (finding)|aksepterer helsetilstand
279051000202107|Adequate tissue perfusion (finding)|tilfredsstillende vevsperfusjon
161825005|Appetite normal (finding)|normal matlyst
1157030006|Not sedated (situation)|ikkje sedert
6291000202101|Improved cognition (finding)|betra kognisjon
17361000202103|Patient not affected by gurgling breath (finding)|pasienten er ikke plaget av surklete pust
426798008|Ready for enhanced family processes (finding)|klar for betra familieprosess
183645004|Surgical follow-up - normal (finding)|normal kirurgisk oppfølging
79365001|Decreased stress (finding)|redusert stress
72892002|Normal pregnancy (finding)|normalt svangerskap
1148972003|Able to perform health maintenance (finding)|i stand til å oppretthalda helse
733742003|Improved balance (finding)|bedret balanse
31342001|Increased vision (finding)|bedret syn
278831000202104|Adequate endocrine system (finding)|tilfredsstillende endokrint system
397658000|Absence of signs and symptoms of chemical injury (situation)|ingen teikn eller symptom på kjemisk skade
278951000202101|Adequate reproductive system function (finding)|tilfredsstillande funksjon i reproduksjonssystem
507591000202102|Maintained safety status (finding)|oppretthalden tryggleiksstatus
1149351002|No perioperative injury (situation)|ingen perioperativ skade
1137434003|Has access to transportation (finding)|har tilgang til transport
1137437005|Has adequate sleep (finding)|tilstrekkelig søvn
225795001|Is informed (finding)|er informert
1149346008|No wandering (situation)|ingen vandring
557651000202102|Reduced itching (finding)|redusert kløe
12341000202101|Adequate respiratory pattern (finding)|tilfredsstillande respirasjonsmønster
9761000202107|Improved response to rape trauma (finding)|bedret traumereaksjon etter voldtekt
17151000202103|No delusions (situation)|ingen vrangførestillingar
307083000|Able to process information (finding)|i stand til å bearbeida informasjon
11281000202107|Adequate elimination (finding)|tilfredsstillande eliminasjon
1148837002|Acid-base balance within reference range (finding)|syre-base-balanse innanfor normalområdet
301570003|Able to mobilize using mobility aids (finding)|i stand til å mobilisera med hjelpemiddel
14641000202103|Effective family communication (finding)|tilfredsstillande kommunikasjon med pårørande
416751004|Reduced drugs misuse (finding)|redusert misbruk av legemiddel eller rusmiddel
386673006|Does comply with treatment (finding)|etterlever behandling
716398003|Able to carry out daily routine (finding)|i stand til å utføre daglige rutiner
764816006|Physically prepared to undergo surgery (finding)|fysisk klargjord til operasjon
417541000202102|Experiences dignified dying (finding)|opplever å gå en verdig død i møte
1149349001|No thermal injury (situation)|ingen termisk skade
300719004|Able to perform shopping activities (finding)|i stand til å utføre innkjøp
78469002|Good therapeutic response (finding)|god respons på behandling
365399009|Finding of adequacy of dialysis (finding)|adekvat dialyse
11161000202105|Increased self-care (finding)|økt egenomsorg
1141724004|No injury due to laser (situation)|ingen laserskade
1137426009|Able to participate in care planning (finding)|i stand til å delta i planlegging av helsehjelp
302261000|Nervous system normal (finding)|normalt nervesystem
497561000202100|Adequate digestive system function (finding)|tilfredsstillende fordøyelsesfunksjon
1148840002|Family able to participate in care planning (situation)|pårørende i stand til å delta i planlegging av helsehjelp
9581000202105|Adequate older adult development (finding)|tilfredsstillande utvikling hos eldre vaksen
1144674006|Adequately hydrated (finding)|tilstrekkeleg hydrert
17001000202100|Decreased grief (finding)|redusert sorg
816133002|Sensation of pain reduced (finding)|redusert smertefølelse
1157057008|No complication of stoma (situation)|ingen stomikomplikasjon
279011000202108|Adequate sexual function (finding)|tilfredsstillende seksuell funksjon
18191000202107|Health promoting behavior (finding)|helsefremmende atferd
387911000202103|No postoperative pulmonary complication (situation)|ingen postoperative lungekomplikasjonar
289148009|Normal infant feeding (finding)|normal spiseatferd hos spedbarn
288848001|Able to breathe (finding)|i stand til å puste
68051000202102|Ready for employment (finding)|klar for å være i arbeid
225504008|High self-esteem (finding)|høg sjølvkjensle
517841000202109|Multidisciplinary cooperation maintained (finding)|tverrfaglig samarbeid ivaretatt
1148974002|Physically well (finding)|i fysisk fin form
1144857008|Improvement in acid-base balance (finding)|betra syre-base-balanse
278751000202103|Neurological status adequate (finding)|tilfredsstillende nevrologisk status
162089003|Feces normal (finding)|normal avføring
733818008|Decreased despair (finding)|redusert fortvilelse
1149083004|Caregiver has positive attitude (situation)|positiv holdning hos omsorgsgiver
282144007|Able to walk (finding)|i stand til å gå
278691000202104|Electrolytes adequate (finding)|tilfredsstillande elektrolyttnivå
707810004|Cares for self (finding)|mestrer egenomsorg
860635002|No anemia present (situation)|ingen anemi
300561007|Genitourinary tract normal (finding)|normal tilstand i urogenitalsystemet
16211000202105|Able to use alarm system (finding)|i stand til å bruke alarmsystem
102894008|Feeling calm (finding)|føler seg rolig
1141705002|No bleeding (situation)|ingen blødning
1137673006|Improvement in level of depressed mood (finding)|bedret depressivt stemningsleie
87273009|Temperature normal (finding)|normal kroppstemperatur
15531000202107|Improved behavior (finding)|betra åtferd
162062008|No vomiting (situation)|ikke noe oppkast
347391000202104|Warning signs for violence is identified (finding)|førevarsel til valdeleg åtferd identifisert
249480002|Increased fluid intake (finding)|auka væskeinntak
1366668004|Effective community coping (finding)|tilfredsstillende mestring i lokalsamfunnet
1149155004|Reduced level of agitation (finding)|redusert agitasjon
1145525006|Musculoskeletal system normal (finding)|normalt muskel- og skjelettsystem
417481000202106|No heartburn (situation)|ingen halsbrann
288575003|Able to communicate (finding)|i stand til å kommunisere
1141696004|Demonstrates knowledge of pregnancy (finding)|viser kunnskap om svangerskap
397680002|Absence of signs and symptoms of infection (situation)|ingen tegn eller symptomer på infeksjon
1145307003|Exclusively breastfed (finding)|blir fullammet
1144549003|Good response to enteral nutrition (situation)|god respons på enteral ernæring
1157027004|No pressure injury (situation)|ingen trykksår
397699006|Demonstrates knowledge of medication management (finding)|viser kunnskap om legemiddelregime
716186003|No known allergy (situation)|ingen kjent allergi
297351000202107|Adequate heart rate (finding)|tilfredsstillende hjertefrekvens
278741000202101|Musculoskeletal system adequate (finding)|tilfredsstillande muskel- og skjelettsystem
715045000|Able to obtain medication (finding)|i stand til å skaffe legemiddel
15831000202109|Adequate blood pressure (finding)|tilfredsstillande blodtrykk
426533003|Ready for enhanced spiritual well-being (finding)|klar for betra åndeleg velvære
284774007|Able to perform personal care activity (finding)|i stand til å utføre egenomsorg
1156282007|Complies with fluid regime (finding)|etterlever væskeregime
1141720008|No fatigue (situation)|ingen fatigue
1149156003|Reduced level of anxiety (finding)|redusert angst
11981000202102|Self-mastery of daily living (finding)|egenmestring i dagliglivet
278991000202106|Adequate sensory perception (finding)|tilfredsstillende sensorisk persepsjon
15411000202101|Adequate activity level (finding)|tilfredsstillande aktivitetsnivå
1145285005|Appropriate disclosure of information about self (finding)|sosialt akseptabel grad av åpenhet om seg selv
1149080001|Positive attitude towards care (finding)|positiv holdning til helsehjelp
300463007|Efficient emptying of urinary bladder (finding)|effektiv blæretømming
17931000202109|Adequate knowledge of pressure ulcer prevention (finding)|tilstrekkeleg kunnskap om førebygging av trykksår
278771000202109|Adequate acid-base balance (finding)|tilfredsstillende syre-base-balanse
507831000202101|Assessment of signs and symptoms of urinary rentention (regime/therapy)|vurdering av tegn og symptomer på urinretensjon
225509003|Good self-image (finding)|godt selvbilde
1141974008|No peripheral edema present (situation)|ingen perifere ødemer
22803001|Normal respiratory function (finding)|normal funksjon i respirasjonssystem
278921000202108|Adequate peripheral vascular function (finding)|tilfredsstillende perifer vaskulær funksjon
426049007|Ready for enhanced community coping (finding)|klar for auka meistring i lokalsamfunnet
1156286005|Complies with rehabilitation regime (finding)|etterlever rehabiliteringsprogram
1148785005|Good caregiver child attachment (finding)|god tilknytning mellom omsorgsgiver og barn
1144528004|Normal sense of position and movement (finding)|normal kinestetisk sans
1144534006|Good recovery from abuse (finding)|god recovery etter misbruk
1144475001|Demonstrates knowledge of drug abuse (finding)|viser kunnskap om misbruk av rusmidler og legemidler
1149389007|Normal urinary system function (finding)|normal funksjon i urinvegar
337621000202105|No cerebrospinal fluid leak (situation)|ingen lekkasje av cerebrospinalvæske
228367002|Does not misuse drugs (situation)|misbruker ikkje lækjemiddel eller rusmiddel
288599003|Able to use verbal communication (finding)|i stand til å kommunisera verbalt
1156279002|Complies with exercise regime (finding)|etterlever treningsprogram
15981000202104|Adequate communication (finding)|tilfredsstillande kommunikasjon
337401000202102|Demonstrates knowledge about prevention of constipation (finding)|viser kunnskap om førebygging av obstipasjon
278911000202100|Adequate nervous system function (finding)|tilfredsstillende funksjon i nervesystemet
477651000202109|Demonstrates knowledge of peritoneal dialysis (finding)|viser kunnskap om peritonealdialyse
302042005|Able to mobilize (finding)|i stand til mobilisering
14961000202106|Stable drug use (finding)|stabil rusmiddelbruk
15241000202104|Reduced self-injurious behavior (finding)|redusert selvskadingsatferd
1144478004|Demonstrates knowledge of medication (finding)|viser kunnskap om legemiddel
18061000202100|Adequate orientation (finding)|tilfredsstillende orienteringsevne
1156450006|Satisfied with healthcare (finding)|fornøyd med helsetjeneste
1141651006|Demonstrates knowledge of labor and delivery (finding)|viser kunnskap om fødsel
282298003|Able to balance (finding)|i stand til å halda balansen
289124000|Able to perform mouthcare activities (finding)|i stand til å utføre munnhygiene
764815005|Psychologically prepared to undergo surgery (finding)|mentalt klar for operasjon
